Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Tot_Benes,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_NatInd_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre
100226,Hca Florida Orange Park Hospital,2001 Kingsley Ave,Orange Park,32073,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3022,811081865,64572188,55114005,4125,21922,22839,74.94506949,395,989,1019,619,1652,1370,2423,371,47,118,,,764,2258,0.0665122435,0.1949040371,0.2326273991,0.2806088683,0.4543348776,0.1297154203,0.4755129054,0.4315023163,0.0562541363,0.0307743216,0.0757776307,0.131039047,0.3954334878,0.1965585705,0.4851091992,0.4202514891,0.5228325612,0.4457313038,0.75,0.75,0.5989410986,0.1780277962,0.0397088021,0.581733951,0.300794176,2.4345941077
100228,Hca Florida Westside Hospital,8201 W Broward Blvd,Plantation,33324,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2051,453360350,40802926,34995646,2947,14073,14560,75.925402243,255,647,615,534,1123,928,1264,426,34,249,,,713,1338,0.0209653827,0.1711360312,0.1428571429,0.3568990736,0.3637250122,0.0867869332,0.4124817162,0.3773768893,0.0229156509,0.0141394442,0.132618235,0.1223793272,0.37396392,0.2159921989,0.5407118479,0.3447098976,0.5246221355,0.4402730375,0.75,0.75,0.5524134569,0.1594344222,0.0580204778,0.5041443198,0.2681618723,2.6668504175
100230,Memorial Hospital Pembroke,7800 Sheridan St,Pembroke Pines,33024,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",927,96662678,16215202,14430860,1112,5837,5974,72.517799353,199,286,260,182,515,412,485,210,15,184,,,455,472,0.0226537217,0.1682847896,0.1564185545,0.309600863,0.3624595469,0.1165048544,0.4390507012,0.4012944984,0.0334412082,0.0226537217,0.1380798274,0.1521035599,0.259978425,0.188781014,0.5285868393,0.309600863,0.5350593312,0.3678532902,0.75,0.75,0.4541531823,0.1790722762,0.0517799353,0.501618123,0.188781014,2.7594684952
100231,Hca Florida West Hospital,8383 N Davis Hwy,Pensacola,32514,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3689,608780813,60916461,49805826,5181,22188,22959,74.819463269,495,1188,1194,812,1954,1735,3150,389,40,50,16,44,777,2912,0.0203307129,0.1553266468,0.2258064516,0.2605042017,0.4020059637,0.0932502033,0.4258606668,0.4001084305,0.0317159122,0.0406614259,0.0794253185,0.1249661155,0.3751694226,0.2103551098,0.4448359989,0.3800487937,0.4589319599,0.4101382488,0.75,0.75,0.4765519111,0.1867714828,0.0439143399,0.6307942532,0.2285172133,1.9379269062
100232,Hca Florida Putnam Hospital,611 Zeagler Dr,Palatka,32177,FL,12,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1123,112674625,16047597,13823581,1621,6790,6873,76.597506679,127,341,372,283,628,495,979,110,,22,,,371,752,0.0284951024,0.1772039181,0.2448797863,0.3410507569,0.5013357079,0.0845948353,0.4790739092,0.4514692787,0.0160284951,0.017809439,0.0703472841,0.0961709706,0.4309884239,0.1869991095,0.5494211932,0.5289403384,0.5057880677,0.6206589492,0.75,0.75,0.6562778272,0.161175423,0.054318789,0.6117542297,0.2021371327,2.2214098157
100236,Hca Florida Fawcett Hospital,21298 Olean Blvd,Port Charlotte,33952,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2928,614212732,45679160,39298665,3747,17492,17764,77.588456284,193,893,1107,735,1469,1459,2671,96,11,88,,,430,2498,0.0146857923,0.1820355191,0.2090163934,0.2462431694,0.3954918033,0.0543032787,0.4340846995,0.4139344262,0.0334699454,0.0262978142,0.0454234973,0.1178278689,0.4139344262,0.2400956284,0.4918032787,0.4569672131,0.4361338798,0.4091530055,0.75,0.75,0.6331967213,0.1956967213,0.0389344262,0.6393442623,0.2506830601,2.197600694
100238,Hca Florida Northside Hospital,6000 49th St N,Saint Petersburg,33709,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1811,359925444,32691276,28725467,2483,12066,12309,75.298729983,257,556,586,412,958,853,1544,119,33,80,,,744,1067,0.0265046935,0.2357813363,0.2887907234,0.3622308117,0.531198233,0.1927112093,0.5554942021,0.5080066262,0.043070127,0.0414135837,0.1501932634,0.1452236334,0.397018222,0.177250138,0.4864715627,0.5284373274,0.4522363335,0.4511319713,0.75,0.75,0.5422418553,0.14356709,0.062396466,0.545554942,0.3213694092,2.6341842252
100242,Hca Florida Gulf Coast Hospital,449 W 23rd St,Panama City,32405,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2768,512510205,48235536,40518950,3899,17511,18084,74.779624277,314,1016,915,523,1490,1278,2414,237,23,49,,,604,2164,0.0079479769,0.1531791908,0.2322976879,0.2355491329,0.4053468208,0.0592485549,0.3854768786,0.3688583815,0.013367052,0.0260115607,0.0447976879,0.1228323699,0.3663294798,0.1994219653,0.4158236994,0.4450867052,0.4822976879,0.4284682081,0.75,0.75,0.5339595376,0.1419797688,0.0411849711,0.599349711,0.2203757225,1.9792895367
100243,Hca Florida Brandon Hospital,119 Oakfield Dr,Brandon,33511,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2749,529309621,56363843,47501368,3682,16230,16864,74.981084031,351,867,935,596,1501,1248,2060,283,45,299,,,680,2069,0.0934885413,0.1793379411,0.2069843579,0.2866496908,0.39141506,0.1134958167,0.4376136777,0.4059658057,0.0170971262,0.0247362677,0.0731174973,0.1338668607,0.355765733,0.1924336122,0.4463441251,0.3790469262,0.4747180793,0.3979628956,0.75,0.75,0.51473263,0.1807930156,0.0396507821,0.5562022554,0.2710076391,2.2140705451
100244,Cape Coral Hospital,636 Del Prado Blvd,Cape Coral,33990,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3648,298005515,54179588,44979136,4789,25142,25772,76.725328947,301,1135,1384,828,1834,1814,3270,63,21,205,,,589,3059,0.0148026316,0.2195723684,0.1768092105,0.2450657895,0.3983004386,0.0827850877,0.4185855263,0.3802083333,0.0279605263,0.0191885965,0.0419407895,0.1208881579,0.3854166667,0.2277960526,0.4276315789,0.3730811404,0.40625,0.4273574561,0.75,0.75,0.5249451754,0.1641995614,0.0452302632,0.5904605263,0.2061403509,2.1711718538
100246,Hca Florida Lawnwood Hospital,1700 S 23rd St,Fort Pierce,34950,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3070,708736239,60907040,51108511,4212,21099,21834,75.780130293,371,939,1033,727,1614,1456,2420,415,17,156,,,834,2236,0.0169381107,0.1983713355,0.2123778502,0.2618892508,0.380781759,0.1058631922,0.4583061889,0.367752443,0.028990228,0.02247557,0.0703583062,0.0996742671,0.3876221498,0.1785016287,0.4045602606,0.3833876221,0.4498371336,0.4332247557,0.75,0.75,0.6,0.1697068404,0.0397394137,0.5361563518,0.2801302932,2.1020224139
100248,Hca Florida Largo Hospital,201 14th St Sw,Largo,33770,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2617,602664207,58018480,49556703,3564,17921,18573,75.956820787,351,769,806,691,1450,1167,2333,102,26,105,,,898,1719,0.0252197172,0.2407336645,0.2476117692,0.3354986626,0.4990447077,0.1795949561,0.5406954528,0.4845242644,0.0282766527,0.0359189912,0.116163546,0.1264807031,0.4016048911,0.1864730608,0.5021016431,0.4111578143,0.4593045472,0.4879633168,0.75,0.75,0.5731753917,0.1730989683,0.0519679022,0.5846388995,0.2472296523,2.5625670915
100249,Bravera Health Seven Rivers,6201 N Suncoast Blvd,Crystal River,34428,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1697,198639292,22789011,19872878,2179,9188,9250,77.209781968,122,507,645,423,922,775,1605,27,,36,,19,324,1373,0.0082498527,0.2309958751,0.2362993518,0.2710665881,0.4313494402,0.0995875074,0.4466705952,0.430760165,0.0141426046,0.0212139069,0.0483205657,0.1043017089,0.3677077195,0.2032999411,0.5480259281,0.4549204478,0.4024749558,0.433706541,0.75,0.75,0.5297583972,0.1761932823,0.0418385386,0.5032410136,0.1891573365,2.1983486881
100252,Hca Florida Raulerson Hospital,1796 Hwy 441 North,Okeechobee,34972,FL,12,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",697,84784620,10896436,9430887,968,4278,4369,76.43472023,67,209,265,156,354,343,622,20,,37,,12,177,520,0.0157819225,0.2525107604,0.2553802009,0.2080344333,0.4404591105,0.0932568149,0.4318507891,0.4160688666,0.1176470588,0.0114777618,0.0444763271,0.0803443329,0.4404591105,0.1908177905,0.4347202296,0.5581061693,0.4777618364,0.6169296987,0.75,0.75,0.6542324247,0.1779053085,0.0344332855,0.593974175,0.2654232425,2.1674714593
100253,Jupiter Medical Center,1210 S Old Dixie Hwy,Jupiter,33458,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3828,334675751,63173715,56160429,5174,24446,24662,78.816875653,154,1111,1460,1103,1985,1843,3568,71,22,69,,,240,3588,0.0099268548,0.1274817137,0.1013584117,0.2024555904,0.3610240334,0.0538140021,0.3693834901,0.3317659352,0.0159352142,0.0141065831,0.0370950888,0.1337513062,0.4122257053,0.2646290491,0.3887147335,0.3072100313,0.3200104493,0.3249738767,0.75,0.75,0.5112330199,0.2183908046,0.0472831766,0.5893416928,0.1765935214,1.8645730234
100254,Hca Florida Capital Hospital,2626 Capital Medical Blvd,Tallahassee,32308,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1887,268544885,32639074,25115794,2651,12895,13665,72.193958665,369,633,546,339,1013,874,1183,628,,45,,21,751,1136,0.027027027,0.164281929,0.2363540011,0.2824589295,0.3577106518,0.1287758347,0.404345522,0.3661897191,0.0254372019,0.0323264441,0.1118177001,0.1271860095,0.2750397456,0.1695813461,0.3746687864,0.3243243243,0.5045045045,0.3884472708,0.75,0.75,0.395336513,0.1187069422,0.0355060943,0.483836778,0.2066772655,1.9968128084
100256,Hca Florida Bayonet Point Hospital,14000 Fivay Rd,Hudson,34667,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2926,625517724,56385519,48171312,3815,17432,17942,76.346889952,286,907,1072,661,1513,1413,2717,45,21,100,,,625,2301,0.012303486,0.2016404648,0.2450444293,0.2365003418,0.4302802461,0.0919343814,0.4354066986,0.3984962406,0.022556391,0.0324675325,0.0580997949,0.1032125769,0.4422419686,0.2177033493,0.5228981545,0.4586466165,0.474025974,0.4634313055,0.75,0.75,0.6257689679,0.1715652768,0.0393028025,0.5840738209,0.2836637047,2.2838025388
100258,Delray Medical Center,5352 Linton Blvd,Delray Beach,33484,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5484,1221692956,94536469,82597604,7309,35863,36483,81.144967177,196,1067,2100,2121,2845,2639,5009,160,38,161,,,645,4839,0.0118526623,0.1269146608,0.1052151714,0.3274981765,0.4308898614,0.1061269147,0.4493070751,0.4183078045,0.0322757112,0.0138584974,0.0559810357,0.1243617797,0.4575127644,0.2438001459,0.4903355215,0.2882932166,0.4328956966,0.4157549234,0.75,0.75,0.5911743253,0.2284828592,0.0776805252,0.6274617068,0.2937636761,2.1926698705
100259,Hca Florida South Shore Hospital,4016 Sun City Center Blvd,Sun City Center,33573,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1673,279417971,21790478,18502011,2355,10522,10672,80.142857143,78,381,607,607,942,731,1483,58,16,87,,,227,1446,0.1046025105,0.1470412433,0.145845786,0.3060370592,0.4249850568,0.0687387926,0.4590555888,0.4309623431,0.0155409444,0.0167364017,0.0508069337,0.095636581,0.448894202,0.2235505081,0.5427375971,0.4202032277,0.4166168559,0.4345487149,0.75,0.75,0.5642558279,0.21398685,0.0514046623,0.6545128512,0.2809324567,2.2537779566
100260,Hca Florida St Lucie Hospital,1800 Se Tiffany Ave,Port Saint Lucie,34952,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2686,497808899,44930777,35395550,3726,16221,16691,76.105733433,265,865,952,604,1488,1198,2192,209,27,186,,,557,2129,0.0148920328,0.1738644825,0.179076694,0.2323157111,0.3924050633,0.082278481,0.3987341772,0.3648548027,0.0223380491,0.0223380491,0.0711094564,0.1031273269,0.3298585257,0.183172003,0.3778853313,0.3715562174,0.4102755026,0.3551749814,0.75,0.75,0.5119136262,0.156366344,0.0398361876,0.6075949367,0.183172003,1.950300325
100264,Hca Florida Oak Hill Hospital,11375 Cortez Blvd,Brooksville,34613,FL,12,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",3587,784948767,63399664,54496949,5142,27015,27704,76.863395595,335,1032,1328,892,1913,1674,3199,101,21,189,,,562,3025,0.010036242,0.2021187622,0.2205185392,0.2486757736,0.4477279063,0.0925564539,0.4424310008,0.3992194034,0.0147755785,0.029551157,0.0557568999,0.1182046278,0.3981042654,0.2224700307,0.5294117647,0.4783942013,0.4719821578,0.4365765263,0.75,0.75,0.638416504,0.1616950098,0.0423752439,0.5904655701,0.2129913577,2.2749838363
100265,Mease Countryside Hospital,3231 Mcmullen Booth Rd,Safety Harbor,34695,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3554,271248444,52865237,44483003,4759,21774,22200,78.160664041,260,989,1251,1054,1933,1621,3243,84,38,122,,,660,2894,0.0126617895,0.1845807541,0.164884637,0.3078221722,0.5199774902,0.1454698931,0.4862127181,0.4577940349,0.0244794598,0.0261676984,0.0607765898,0.1240855374,0.4124929657,0.2445132245,0.5073157006,0.3618458075,0.3987056837,0.4473832302,0.75,0.75,0.6097355093,0.2239729882,0.0607765898,0.6465953855,0.2220033765,2.337334851
100266,Gulf Breeze Hospital,1110 Gulf Breeze Pkwy,Gulf Breeze,32561,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1005,69254069,17293777,15212490,1268,4608,4686,77.612935323,68,295,382,260,554,451,937,28,11,14,,,107,898,0.0129353234,0.1611940299,0.1542288557,0.2119402985,0.3980099502,0.0378109453,0.4089552239,0.384079602,0.023880597,0.0248756219,0.0278606965,0.1134328358,0.3880597015,0.2039800995,0.4179104478,0.3432835821,0.3910447761,0.4019900498,0.75,0.75,0.4268656716,0.2228855721,0.0348258706,0.6995024876,0.1810945274,1.6755192466
100267,Hca Florida Englewood Hospital,700 Medical Blvd,Englewood,34223,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1334,159032031,14613173,12171293,1605,5230,5278,78.415292354,60,378,549,347,678,656,1287,,,12,,28,108,1226,0.0089955022,0.1589205397,0.176161919,0.2016491754,0.3628185907,0.0442278861,0.3778110945,0.3583208396,0.0179910045,0.0157421289,0.0337331334,0.0922038981,0.4610194903,0.2466266867,0.4722638681,0.4107946027,0.3905547226,0.3793103448,0.75,0.75,0.6094452774,0.179910045,0.0337331334,0.5824587706,0.1904047976,1.9061983337
100268,West Boca Medical Center,21644 State Rd 7,Boca Raton,33428,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1258,175262069,18030261,15294340,1591,5792,5875,78.656597774,81,354,417,406,715,543,1060,57,12,88,,,244,1014,0.0143084261,0.1470588235,0.1422893482,0.3235294118,0.4833068362,0.1144674086,0.4848966614,0.4554848967,0.0325914149,0.0182829889,0.0699523052,0.1542130366,0.3608903021,0.2337042925,0.4356120827,0.326709062,0.4252782194,0.3895071542,0.75,0.75,0.5310015898,0.2257551669,0.0556438792,0.5763116057,0.2193958665,2.0255856861
100269,Hca Florida Palms West Hospital,13001 Southern Blvd,Loxahatchee,33470,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1327,211794932,24599616,20361583,1820,8320,8618,73.805576488,194,457,410,266,730,597,847,222,18,196,,,445,882,0.013564431,0.1793519216,0.1733232856,0.2675207234,0.3436322532,0.0866616428,0.4031650339,0.3722682743,0.0180859081,0.0203466466,0.0670685757,0.1235870384,0.3360964582,0.2042200452,0.4159758855,0.3300678222,0.4672192916,0.3873398644,0.75,0.75,0.4905802562,0.1416729465,0.0391861341,0.4981160512,0.2162773173,2.3181454984
100275,Wellington Regional Medical Center,10101 Forest Hill Blvd,Wellington,33414,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1951,334262004,33444658,28809432,2571,13319,13615,77.231676064,164,591,655,541,1085,866,1483,179,38,199,,,426,1525,0.0112762686,0.1829830856,0.1414659149,0.303946694,0.3710917478,0.0978985136,0.4228600718,0.395181958,0.0174269605,0.0117888262,0.0620194772,0.1271143004,0.3777549974,0.2383393132,0.4792414147,0.3111225013,0.4782162993,0.4387493593,0.75,0.75,0.5422860072,0.1773449513,0.0630445925,0.5299846233,0.2747309072,2.332758011
100276,Broward Health Coral Springs,3000 Coral Hills Dr,Coral Springs,33065,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1248,103435942,22681998,20146110,1716,8115,8256,75.874198718,132,412,385,319,727,521,882,172,25,127,,,328,920,0.0088141026,0.1426282051,0.1322115385,0.2932692308,0.3966346154,0.0705128205,0.4254807692,0.4046474359,0.03125,0.0208333333,0.0881410256,0.1233974359,0.3493589744,0.2243589744,0.4663461538,0.3068910256,0.4695512821,0.3854166667,0.75,0.75,0.5,0.2091346154,0.0552884615,0.5320512821,0.1931089744,2.4014074047
100281,Memorial Hospital West,703 N Flamingo Rd,Pembroke Pines,33028,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2455,447629669,56881756,48025033,3475,23442,23992,75.216700611,339,726,756,634,1391,1064,1117,433,62,751,13,79,985,1470,0.0150712831,0.1323828921,0.0977596741,0.2806517312,0.3527494908,0.067209776,0.3678207739,0.3279022403,0.0118126273,0.0130346232,0.0843177189,0.1535641548,0.3103869654,0.2122199593,0.5067209776,0.2859470468,0.4965376782,0.3808553971,0.75,0.75,0.4932790224,0.1869653768,0.0509164969,0.483910387,0.2097759674,2.6548188744
100284,Keralty Hospital,2500 Sw 75th Ave,Miami,33155,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",643,23234436,10252078,8032444,868,4855,4887,77.233281493,94,150,194,205,332,311,117,57,,459,,,586,57,0.0202177294,0.1181959565,0.2099533437,0.75,0.75,0.2099533437,0.75,0.7185069984,0.0295489891,0.0077760498,0.7107309487,0.1026438569,0.2923794712,0.1213063764,0.5054432348,0.5956454121,0.6205287714,0.4105754277,0.75,0.75,0.6765163297,0.1181959565,0.1788491446,0.6314152411,0.2130637636,3.3475119847
100285,Memorial Hospital Miramar,1901 Sw 172nd Ave,Miramar,33029,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,81217669,11953170,10566344,902,4405,4488,76.465616046,92,171,224,211,438,260,201,100,14,362,,,390,308,0.0186246418,0.1404011461,0.1045845272,0.3438395415,0.4025787966,0.0787965616,0.4326647564,0.393982808,0.0171919771,0.0171919771,0.0931232092,0.1561604585,0.2650429799,0.2048710602,0.505730659,0.3080229226,0.5286532951,0.3896848138,0.75,0.75,0.4785100287,0.2106017192,0.0558739255,0.5329512894,0.2063037249,2.5680530292
100286,Physicians Regional Medical Center - Pine Ridge,6101 Pine Ridge Road,Naples,34119,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4601,793417763,69410526,59445749,6018,31581,32037,78.773092806,193,1284,1811,1313,2273,2328,4168,70,32,224,,,419,4182,0.0136926755,0.1508367746,0.1291023691,0.2292979787,0.3899152358,0.0560747664,0.3873071072,0.363181917,0.019343621,0.0128232993,0.0310802,0.1051945229,0.421864812,0.2484242556,0.3853510106,0.2771136709,0.3468811128,0.3875244512,0.75,0.75,0.5398826342,0.2203868724,0.046728972,0.6111714845,0.2156053032,1.8754816819
100287,Good Samaritan Medical Center,1309 N Flagler Dr,West Palm Beach,33401,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1916,374231566,30883386,27262042,2556,12472,12634,76.932672234,192,560,646,518,1065,851,1438,254,14,159,,,559,1357,0.017223382,0.1790187891,0.1409185804,0.2959290188,0.4305845511,0.1268267223,0.4556367432,0.4217118998,0.0255741127,0.0193110647,0.0955114823,0.1299582463,0.3872651357,0.2583507307,0.4076200418,0.3241127349,0.4222338205,0.3856993737,0.75,0.75,0.498434238,0.1863256785,0.0662839248,0.5824634656,0.2025052192,2.4344331518
100288,St Mary's Medical Center,901 45th St,West Palm Beach,33407,FL,12,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1339,226202118,24997955,21874391,1519,7526,7701,75.98879761,153,419,404,363,714,625,957,252,15,74,,,386,953,0.0253920836,0.1747572816,0.142643764,0.3188946975,0.4085138163,0.0993278566,0.4376400299,0.3980582524,0.0231516057,0.0268857356,0.1045556385,0.1075429425,0.4107542942,0.1889469754,0.3823749066,0.2479462285,0.4212098581,0.4085138163,0.75,0.75,0.4622852875,0.1792382375,0.069454817,0.5347274085,0.3457804332,2.1689762438
